episode,model,seed,elapsed_seconds,moving_avg_score,model_size,device,score,steps,reward,epsilon,loss
292,q_learning,3,0.1144,3.16,927,cpu,1,17,1.15,0.23139,0.0
293,q_learning,3,0.1148,3.18,927,cpu,2,23,11.0,0.23023,0.0
294,q_learning,3,0.1155,3.28,927,cpu,6,37,52.3,0.22908,0.0
295,q_learning,3,0.1159,3.3,927,cpu,3,25,21.09,0.22793,0.0
296,q_learning,3,0.1163,3.24,927,cpu,2,17,10.66,0.22679,0.0
297,q_learning,3,0.1166,3.22,927,cpu,2,24,11.09,0.22566,0.0
298,q_learning,3,0.1169,3.2,927,cpu,2,17,10.86,0.22453,0.0
299,q_learning,3,0.1177,3.18,927,cpu,4,48,32.47,0.22341,0.0
300,q_learning,3,0.1182,3.16,927,cpu,2,30,11.83,0.22229,0.0
301,q_learning,3,0.1193,3.14,933,cpu,5,60,42.46,0.22118,0.0
302,q_learning,3,0.12,3.16,936,cpu,5,40,41.66,0.22007,0.0
303,q_learning,3,0.1208,3.2,936,cpu,4,46,32.69,0.21897,0.0
304,q_learning,3,0.1215,3.18,936,cpu,3,43,22.11,0.21788,0.0
305,q_learning,3,0.1221,3.12,939,cpu,2,31,11.92,0.21679,0.0
306,q_learning,3,0.1223,3.1,942,cpu,1,12,0.3,0.21571,0.0
307,q_learning,3,0.1231,3.12,948,cpu,5,43,42.53,0.21463,0.0
308,q_learning,3,0.1235,3.08,948,cpu,3,28,21.36,0.21355,0.0
309,q_learning,3,0.1246,3.18,960,cpu,7,56,63.32,0.21249,0.0
310,q_learning,3,0.1251,3.24,963,cpu,5,28,41.38,0.21142,0.0
311,q_learning,3,0.1254,3.18,963,cpu,1,18,0.44,0.21037,0.0
312,q_learning,3,0.1261,3.18,969,cpu,5,36,41.9,0.20932,0.0
313,q_learning,3,0.1272,3.26,984,cpu,5,63,42.13,0.20827,0.0
314,q_learning,3,0.1277,3.26,984,cpu,2,28,11.25,0.20723,0.0
315,q_learning,3,0.1279,3.22,984,cpu,1,17,0.95,0.20619,0.0
316,q_learning,3,0.1284,3.2,987,cpu,2,24,10.69,0.20516,0.0
317,q_learning,3,0.1294,3.28,993,cpu,8,58,73.61,0.20413,0.0
318,q_learning,3,0.1296,3.16,996,cpu,0,10,-9.39,0.20311,0.0
319,q_learning,3,0.1303,3.18,1002,cpu,5,40,42.46,0.2021,0.0
320,q_learning,3,0.1309,3.18,1002,cpu,2,36,12.17,0.20109,0.0
321,q_learning,3,0.1319,3.22,1002,cpu,7,60,63.08,0.20008,0.0
322,q_learning,3,0.1322,3.18,1005,cpu,2,17,10.86,0.19908,0.0
323,q_learning,3,0.1332,3.3,1014,cpu,7,53,62.45,0.19809,0.0
324,q_learning,3,0.1338,3.34,1014,cpu,4,31,31.74,0.1971,0.0
325,q_learning,3,0.1346,3.4,1023,cpu,5,46,41.8,0.19611,0.0
326,q_learning,3,0.1354,3.44,1023,cpu,4,48,32.67,0.19513,0.0
327,q_learning,3,0.1358,3.44,1023,cpu,3,20,21.04,0.19415,0.0
328,q_learning,3,0.1367,3.56,1026,cpu,8,52,73.27,0.19318,0.0
329,q_learning,3,0.1369,3.48,1026,cpu,1,9,0.43,0.19222,0.0
330,q_learning,3,0.1373,3.5,1026,cpu,3,20,20.44,0.19126,0.0
